,0,1
384,2020-03-14 20:00:14+00:00,"We thank @Alissonbecker, our Goodwill Ambassador, for taking part in the #SafeHands challenge and supporting the global #COVID19 response. Together, for a safer world. #coronavirus"
385,2020-03-14 19:13:24+00:00,Honor caretakers and healthcare workers supporting people affected with #COVID19 in your community. Acknowledge the role they play to save lives and keep your loved ones safe. http://bit.ly/2xDnG7X #coronavirus #MentalHealth
386,2020-03-14 18:52:00+00:00,"Learn simple daily physical exercises you can perform at home. This will help to keep you active and reduce boredom, in case you need to stay home. http://bit.ly/2xDnG7X #COVID19 #coronavirus #MentalHealth"
387,2020-03-14 18:26:27+00:00,"Thank you @DrNataliaBecker, our Goodwill Ambassador, for joining the #SafeHands challenge and helping us beat the #coronavirus! #COVID19"
388,2020-03-14 18:22:57+00:00,"Amplify hopeful stories and positive images of local people who have experienced #COVID19. For example, stories of people who have recovered or who have supported a loved one and are willing to share their experience. http://bit.ly/2xDnG7X #coronavirus #MentalHealth"
389,2020-03-14 17:31:05+00:00,"#COVID19 has and is likely to affect people from many countries. Do not attach it to any ethnicity or nationality. Be empathetic to all those who are affected, in and from any country - they deserve our support, compassion and kindness. http://bit.ly/2xDnG7X #coronavirus"
390,2020-03-14 15:00:05+00:00,"Protect yourself and be supportive to others. For example, check-in by phone on neighbors or people in your community who may need extra assistance. Working together as one community can help to create solidarity in addressing #COVID19 together. http://bit.ly/2xDnG7X"
391,2020-03-14 14:49:24+00:00,"Terima kasih, Darius, untuk rekomendasinya. Salam sehat!"
392,2020-03-14 14:39:23+00:00,The sudden and near-constant stream of news reports about #COVID19 can cause anyone to feel worried. Get the FACTS; not the rumors and misinformation. Facts can help to minimize fear. http://bit.ly/2xDnG7X #coronavirus
393,2020-03-14 14:18:51+00:00,"Minimize watching, reading or listening to #COVID19 news that causes you to feel anxious or distressed. Seek information only from trusted sources and mainly to take practical steps to prepare your plans and protect yourself and loved ones http://bit.ly/2xDnG7X #coronavirus"
394,2020-03-14 13:11:05+00:00,#MentalHealth and psychosocial considerations during #COVID19 outbreak http://bit.ly/2xDnG7X #coronavirus
395,2020-03-14 12:25:04+00:00,How to handrub? Use alcohol-based handrub for 20-30 seconds #SafeHands #coronavirus #COVID19
396,2020-03-14 09:24:56+00:00,How to handwash? Use and for at least 40-60 seconds #SafeHands #coronavirus #COVID19
397,2020-03-13 23:07:41+00:00,"A proper #dab (covering your mouth and nose with the bend of your elbow) when you cough and sneeze is a good practice to protect yourself and others from #COVID19. Thank you for your support, @paulpogba. #coronavirus"
398,2020-03-13 18:55:02+00:00,"The #COVID19 Solidarity Response fund launches with major support already lined up, incl. from @Facebook &amp; @Google who have instituted a matching scheme for funds raised through their platforms, while individual donors are also supporting the fund through http://bit.ly/COVID19Donate"
399,2020-03-13 18:34:27+00:00,Stay safe and be respectful to each other. #COVID19 #coronavirus 
400,2020-03-13 17:31:48+00:00,"The fund, the first-of-its-kind, enables private individuals, corporations & institutions anywhere in the world to come together to directly contribute to #COVID19 response efforts &amp; has been created by the @unfoundation &amp; the Swiss Philanthropy Foundation, together with WHO"
401,2020-03-13 17:07:28+00:00,The new #coronavirus disease Solidarity Response Fund will raise money from a wide range of donors to support the work of the WHO and partners to help countries respond to the #COVID19 pandemic. More http://bit.ly/COVID19Fund
402,2020-03-13 16:57:05+00:00,"WHO, @unfoundation and partners launch first-of-its-kind #COVID19 Solidarity Response Fund. More http://bit.ly/COVID19Fund #coronavirus"
403,2020-03-13 16:39:15+00:00,Media briefing on #COVID19 with @DrTedros. #coronavirus
404,2020-03-13 16:30:29+00:00,The full briefing on #COVID19 by @DrTedros http://bit.ly/3aPFHyb
405,2020-03-13 16:09:46+00:00,"""We thank @Google, @Facebook and the individuals who have already contributed. Every dollar donated is a dollar towards saving lives. We’re all in this together""-@DrTedros #COVID19 #coronavirus"
406,2020-03-13 16:09:01+00:00,"""To give to the #COVID19 Solidarity Response Fund, go to http://www.who.int, and look for the orange “Donate” button at the top of the page""-@DrTedros #coronavirus"
407,2020-03-13 16:08:10+00:00,"""Now everyone can contribute. Funds raised will be used to coordinate the response, to buy masks, gloves, gowns and goggles for #healthworkers, to buy diagnostic tests, to improve surveillance, and to invest in research and development""-@DrTedros #COVID19 #coronavirus"
408,2020-03-13 16:07:39+00:00,"""Until now, we have been relying mainly on governments to support the #COVID19 response. We thank all those countries who have supported WHO’s Strategic Preparedness and Response plan, including #Japan which this week contributed 155 million U.S. dollars""-@DrTedros #coronavirus"
409,2020-03-13 16:06:58+00:00,"""And finally you can give. Together with the @unfoundation and the Swiss Philanthropy Foundation, WHO is today launching the #COVID19 Solidarity Response fund, to enable individuals and organizations to contribute""-@DrTedros #coronavirus https://www.covid19responsefund.org/"
410,2020-03-13 16:05:18+00:00,"""Cover your mouth & nose with your elbow if you cough or sneeze. Stay home if you’re sick. Avoid unnecessary travel & large social gatherings. Comply with the advice of your local / national health authority. Find & share reliable information""-@DrTedros #COVID19 #coronavirus"
411,2020-03-13 16:05:18+00:00,"""There are simple, effective things we can all do to reduce the risk of infection for ourselves & those around us. Clean your hands regularly with an alcohol-based rub or soap and water""-@DrTedros #COVID19 #coronavirus"
412,2020-03-13 16:03:32+00:00,"""And fourth, innovate and learn. This is a new virus and a new situation. We’re all learning and we must all find new ways to prevent infections, save lives, and minimize impact. All countries have lessons to share""-@DrTedros #COVID19 #coronavirus"
413,2020-03-13 16:03:07+00:00,"""Even if you cannot stop #COVID19 transmission, you can slow it down and save lives""-@DrTedros #coronavirus"
414,2020-03-13 16:02:47+00:00,"""Third, reduce #COVID19 transmission. Do not just let this fire burn. Isolate the sick &amp; quarantine their contacts. Measures that increase social distancing may help reduce transmission. These measures should be based on local context &amp; risk assessment &amp; time-limited-@DrTedros"
415,2020-03-13 16:01:40+00:00,"""Second, detect, protect and treat. You can’t fight a virus if you don’t know where it is. Find, isolate, test and treat every case, to break the chains of #COVID19 transmission. Every case we find and treat limits the expansion of the disease""-@DrTedros #coronavirus"
416,2020-03-13 16:01:13+00:00,"""Every #healthworker should be able to recognize #COVID19, provide care and know what to do with their patients. Every health facility should be ready to cope with large numbers of patients, and ensure the safety of staff and patients""-@DrTedros #coronavirus"
417,2020-03-13 16:00:41+00:00,"""WHO has clear advice for governments, businesses and individuals. First, prepare and be ready. Every person must know the signs and symptoms of #COVID19 and how to protect themselves and others""-@DrTedros #coronavirus"
418,2020-03-13 16:00:07+00:00,"""#Japan is also demonstrating that a whole-of-government approach led by Prime Minister @AbeShinzo himself, supported by in-depth investigation of clusters, is a critical step in reducing #COVID19 transmission""-@DrTedros #coronavirus"
419,2020-03-13 15:58:51+00:00,"""The experience of , , and others clearly demonstrates that aggressive testing and contact tracing, combined with social distancing measures and community mobilization, can prevent #COVID19 infections and save lives""-@DrTedros #coronavirus"
420,2020-03-13 15:58:39+00:00,"""Any country that looks at the experience of other countries with large epidemics and thinks “that won’t happen to us” is making a deadly mistake. It can happen to anyone""-@DrTedros #COVID19 #coronavirus"
421,2020-03-13 15:58:12+00:00,"""Our message to countries continues to be: you must take a comprehensive approach. Not testing alone. Not contact tracing alone. Not quarantine alone. Not social distancing alone. Do it all""-@DrTedros #COVID19 #coronavirus"
422,2020-03-13 15:57:56+00:00,"""We’re continuing to support countries to prepare and respond. We have shipped supplies of personal protective equipment to 56 countries, we’re shipping to a further 28, and we’ve sent almost 1.5 million diagnostic tests to 120 countries""-@DrTedros #COVID19 #coronavirus"
423,2020-03-13 15:57:34+00:00,"""WHO has evidence-based guidance that every country can use, according to each of the 8 pillars""-@DrTedros #COVID19 #coronavirus"
424,2020-03-13 15:57:22+00:00,"""We’re encouraged that many countries are now acting on the 8 pillars of WHO’s #COVID19 Strategic Preparedness and Response Plan. Most countries now have a national plan; most are taking a multi-sectoral approach and most have laboratory testing capacity""-@DrTedros #coronavirus"
425,2020-03-13 15:56:47+00:00,"""Europe has now become the epicenter of the #COVID19 pandemic, with more reported cases and deaths than the rest of the world combined, apart from #China. More cases are now being reported every day than were reported in at the height of its epidemic""-@DrTedros #coronavirus"
426,2020-03-13 15:56:23+00:00,"""More than 132,000 cases of #COVID19 have now been reported to WHO, from 123 countries and territories. 5,000 people have lost their lives, a tragic milestone""-@DrTedros #coronavirus"
427,2020-03-13 15:56:04+00:00,"""#HealthWorkers do a heroic job. We know that #COVID19 crisis is putting a huge burden on you &amp; your families. We know you are stretched to the limit. You have our admiration, respect &amp; commitment to doing everything we can to keep you safe &amp; enable you to do your job""-@DrTedros"
428,2020-03-13 15:55:36+00:00,"""For all of these, we need #healthworkers. I want to send a personal &amp; sincere thank you to every health worker around the – especially nurses &amp; midwives, who we are celebrating this year through the Intl. Year of the Nurse &amp; the Midwife""-@DrTedros #SupportNursesAndMidwives"
429,2020-03-13 15:55:11+00:00,"""Babies are still being born. Essential surgery is continuing. People still need emergency care after road traffic crashes. People still need treatment for cancer, diabetes, HIV, malaria and many other diseases""-@DrTedros"
430,2020-03-13 15:54:53+00:00,"""I want to start today by acknowledging that even though #COVID19 has captured the world’s attention, there are still many other health issues people continue to face every single day, and that WHO is continuing to work on""-@DrTedros #coronavirus"
431,2020-03-13 15:52:14+00:00,Media briefing on #COVID19 with @DrTedros. #coronavirus
432,2020-03-13 11:45:24+00:00,"Communication plays a vital role in fighting #COVID19. Meet Dr Angela Pratt of @WHOWPRO speaking about ""misinformation and rumors that can spread faster than the virus itself and can be just as dangerous,"""
433,2020-03-13 11:10:07+00:00," Your hearing &amp; sight may change as you get older. Things you once took for granted such as reading road signs or holding a conversation in a loud restaurant may become challenging. Download #hearWHO application, a free WHO app to check your hearing http://bit.ly/2IZ5GKD"
434,2020-03-13 10:21:25+00:00,".@KuzmanovicA is collaborating with social media platforms &amp; companies to ensure they use their tools to help address misinformation spreading since #COVID19 started. “Women in this outbreak help spread reliable, accurate information on how to stop the outbreak from spreading."""
435,2020-03-13 10:13:15+00:00," Women can monitor their skin, looking for new moles or changes to existing moles which can be early signs of skin cancer. Sunburn can cause melanoma &amp; other skin cancers so protecting against burn is important for all ages. If you notice changes to moles see your ASAP."
436,2020-03-13 10:06:01+00:00,"To join the #SafeHands challenge, follow WHO guidance on: http://bit.ly/WHOHandRubbing http://bit.ly/WHOHandWashing Join &amp; help us keep the world safe from #COVID19! We look forward to watching your videos!"
437,2020-03-13 09:59:16+00:00,"There are simple things we each must do to protect ourselves from #COVID19, including washing with &amp; or alcohol-based rub. WHO is launching the #SafeHands Challenge to promote the power of clean to fight #coronavirus. Join the challenge &amp; share your washing video!"
438,2020-03-13 09:52:42+00:00,"""Often in epidemics, it’s women who are the most affected because they are the ones who take care of the sick either at home or in hospitals. Women are very important in the management of epidemics as they can offer a different perspective."" - @SCBriand #COVID19"
439,2020-03-13 09:42:36+00:00," During a Pap smear, your uses a speculum to widen the vaginal canal, takes cells from the cervix &amp; examines those cells for changes that may lead to #CervicalCancer. Screening should start at 30 years of age, if the test is negative you should retake it every 3 to 5 years."
440,2020-03-13 09:18:30+00:00,"""During the #COVID19 outbreak, it's an opportunity for a spotlight on the role of women at home that often goes unrecognized, unappreciated &amp; not reimbursed, and also women in the work settings who are at the frontlines. It’s women who are carrying this burden."" - @doctorsoumya"
441,2020-03-13 09:13:32+00:00," If you are at risk for heart disease or stroke, discuss with your regarding the frequency of this blood test. For adults aged 40 years or older, and for those with conditions like obesity or diabetes it is preferable to have the lipid profile test. http://bit.ly/2TIr7Ti"
442,2020-03-13 08:53:18+00:00," Poor dental health doesn’t just affect your teeth. Tooth and gum infections can negatively impact your well-being so it’s important to look after your teeth. Brush regularly, avoid smoking &amp; sugary foods and make a trip to the dentist every 6 months to keep your mouth healthy."
443,2020-03-13 07:12:46+00:00," Colorectal #cancer is the 2nd most common cancer among . It is important to be aware of common symptoms such as change in bowel habits, blood in the stool or unexplained weight loss. If available in your country, participating in colorectal cancer screening is recommended."
444,2020-03-12 21:47:38+00:00," Early detection of #breastcancer can save lives. Common symptoms include: lumps asymmetry skin or nipple retraction bloody discharge. If available in your country, participating in a breast cancer screening, done by mammography, can be beneficial."
445,2020-03-12 21:22:24+00:00," Women should start getting screened for osteoporosis at age 65 but those with risk factors for osteoporosis, such as fractures or low body weight, should be screened earlier. http://bit.ly/2TIr7Ti"
446,2020-03-12 20:25:54+00:00," Your body mass index (BMI) is a measure for obesity. Your BMI indicates whether or not you are overweight or obese, a condition that raises your risk of serious health problems like diabetes, heart disease and some cancers. http://bit.ly/2TIr7Ti"
447,2020-03-12 18:16:54+00:00," Women who are overweight or obese, are of ethnicity that is at higher risk, or have a family history of diabetes or history of gestational diabetes, need to have their blood glucose checked periodically and get medical advice. http://bit.ly/2TIr7Ti"
448,2020-03-12 17:48:49+00:00," Elevated blood pressure the risk of heart attack, stroke &amp; kidney disease. All adult women should know their blood pressure. At older ages, and for those with conditions like obesity that put them at increased risk for hypertension, annual screening is recommended."
449,2020-03-12 16:56:27+00:00,"Take a look at the top check-ups for women and make an appointment to see your health care provider if you have something that has been bothering you. If you have any health concerns, it’s always best to discuss these with your healthcare provider first http://bit.ly/2TIr7Ti"
450,2020-03-12 16:27:24+00:00,Q: Is wearing rubber gloves while out in the public effective in preventing the new coronavirus infection? http://bit.ly/COVID19Mythbus… #KnowtheFacts #COVID19
451,2020-03-12 14:18:30+00:00,This is how you can take care of your kidneys: Maintain a healthy body weight Eat healthy Be active Drink water Don't smoke Control your blood pressure Don't self-medicate #WorldKidneyDay
452,2020-03-12 10:38:10+00:00,You can lower your risk of kidney disease by: Being physically active Eating a healthy diet Having your blood pressure under control Controlling your diabetes #WorldKidneyDay
453,2020-03-12 09:17:33+00:00,"Today is #WorldKidneyDay. Your kidneys are constantly working to filter out waste from your blood, but certain diseases can prevent them functioning effectively. Diabetes Hypertension Obesity are all major risk factors for kidney disease."
454,2020-03-12 08:16:39+00:00,"“We must push countries, all of us to fight as hard as they can to suppress this coronavirus. By doing so, you are saving lives. By doing so you’re buying more time for your hospitals to prepare. So do everything you can to be as aggressive as you can ...” - Dr @mvankerkhove"
455,2020-03-11 17:11:56+00:00,"WHO interim guidance on critical preparedness, readiness and response actions for #COVID19 More http://bit.ly/2TvK5ML #coronavirus"
456,2020-03-11 16:58:07+00:00,The full briefing on #COVID19 by @DrTedros http://bit.ly/3cPxUSL
457,2020-03-11 16:38:22+00:00,"""We’re in this together, to do the right things with calm and protect the citizens of the world. It’s doable""-@DrTedros #COVID19 #coronavirus"
458,2020-03-11 16:37:46+00:00,"""There’s been so much attention on one word. Let me give you some other words that matter much more, & that are much more actionable: Prevention. Preparedness. Public health. Political leadership. And most of all, People""-@DrTedros #COVID19 #coronavirus"
459,2020-03-11 16:36:18+00:00,"""I remind all countries that we are calling on you to (2): -ready your hospitals -protect and train your #healthworkers -let’s all look out for each other""-@DrTedros #COVID19 #coronavirus"
460,2020-03-11 16:36:18+00:00,"""I remind all countries that we are calling on you to (1): -activate & scale up your emergency response mechanisms -communicate with your people about the risks & how they can protect themselves -find, isolate, test & treat every #COVID19 case &amp; trace every contact""-@DrTedros"
461,2020-03-11 16:34:16+00:00,"""Let me summarize it in key areas. Prepare and be ready. Detect, protect and treat. Reduce transmission. Innovate and learn""-@DrTedros #COVID19 #coronavirus"
462,2020-03-11 16:33:03+00:00,"""I have said from the beginning that countries must take a whole-of-government, whole-of-society approach, built around a comprehensive strategy to prevent infections, save lives and minimize impact""-@DrTedros #COVID19 #coronavirus"
463,2020-03-11 16:32:43+00:00,"""This is not just a public health crisis, it is a crisis that will touch every sector – so every sector and every individual must be involved in the fight""-@DrTedros #COVID19 #coronavirus"
464,2020-03-11 16:32:19+00:00,"""WHO’s mandate is public health. But we’re working with many partners across all sectors to mitigate the social and economic consequences of this #COVID19 pandemic""-@DrTedros #coronavirus"
465,2020-03-11 16:32:19+00:00,"""All countries must strike a fine balance between protecting health, minimizing economic & social disruption & respecting human rights""-@DrTedros #COVID19 #coronavirus"
466,2020-03-11 16:31:22+00:00,"""We are grateful for the measures being taken in , and to slow the virus and control their #COVID19 epidemics. We know that these measures are taking a heavy toll on societies and economies, just as they did in ""-@DrTedros #coronavirus"
467,2020-03-11 16:30:31+00:00,“Some countries are struggling with a lack of capacity. Some countries are struggling with a lack of resources. Some countries are struggling with a lack of resolve.”-@DrTedros #COVID19 #coronavirus
468,2020-03-11 16:30:17+00:00,“The challenge for many countries who are now dealing with large #COVID19 clusters or community transmission is not whether they can do the same – it’s whether they will”-@DrTedros #Coronavirus
469,2020-03-11 16:30:03+00:00,“Even those countries with community transmission or large clusters can turn the tide on this #coronavirus. Several countries have demonstrated that this virus can be suppressed and controlled.”-@DrTedros #COVID19
470,2020-03-11 16:29:47+00:00,"""If countries detect, test, treat, isolate, trace, and mobilize their people in the response, those with a handful of #COVID19 cases can prevent those cases becoming clusters, and those clusters becoming community transmission""-@DrTedros #coronavirus"
471,2020-03-11 16:29:20+00:00,"""81 countries have not reported any #COVID19 cases, and 57 countries have reported 10 cases or less. We cannot say this loudly enough, or clearly enough, or often enough: all countries can still change the course of this pandemic""-@DrTedros #coronavirus"
472,2020-03-11 16:28:49+00:00,"""Of the 118,000 #COVID19 cases reported globally in 114 countries, more than 90 percent of cases are in just four countries, and two of those – and - have significantly declining epidemics""-@DrTedros #coronavirus"
473,2020-03-11 16:28:26+00:00,"""As I said on Monday, just looking at the number of #COVID19 cases and the number of countries affected does not tell the full story""-@DrTedros #coronavirus"
474,2020-03-11 16:28:10+00:00,"""We have called every day for countries to take urgent and aggressive action. We have rung the alarm bell loud and clear""-@DrTedros #COVID19 #coronavirus"
475,2020-03-11 16:28:00+00:00,"""We have never before seen a pandemic sparked by a #coronavirus. And we have never before seen a pandemic that can be controlled at the same time. WHO has been in full response mode since we were notified of the first cases""-@DrTedros #COVID19"
476,2020-03-11 16:27:30+00:00,"""Describing the situation as a pandemic does not change WHO’s assessment of the threat posed by this #coronavirus. It doesn’t change what WHO is doing, and it doesn’t change what countries should do""-@DrTedros #COVID19"
477,2020-03-11 16:27:19+00:00,"""Pandemic is not a word to use lightly or carelessly. It is a word that, if misused, can cause unreasonable fear, or unjustified acceptance that the fight is over, leading to unnecessary suffering and death""-@DrTedros #COVID19 #coronavirus"
478,2020-03-11 16:26:53+00:00," BREAKING ""We have therefore made the assessment that #COVID19 can be characterized as a pandemic""-@DrTedros #coronavirus"
479,2020-03-11 16:26:40+00:00,"""WHO has been assessing this outbreak around the clock and we are deeply concerned both by the alarming levels of spread and severity, and by the alarming levels of inaction""-@DrTedros #COVID19"
480,2020-03-11 16:26:21+00:00,"""Thousands more are fighting for their lives in hospitals. In the days and weeks ahead, we expect to see the number of #COVID19 cases, the number of deaths, and the number of affected countries climb even higher""-@DrTedros #coronavirus"
481,2020-03-11 16:25:58+00:00,"""In the past two weeks, the number of cases of #COVID19 outside has increased 13-fold &amp; the number of affected countries has tripled. There are now more than 118,000 cases in 114 countries, &amp; 4,291 people have lost their lives""-@DrTedros #coronavirus"
482,2020-03-11 16:16:33+00:00,Media briefing on #COVID19 with @DrTedros. #coronavirus
483,2020-03-11 15:57:33+00:00,"When there is COMMUNITY TRANSMISSION OF #COVID19 CASES, to end community outbreaks, slow and stop transmission: Implement all-of-society resilience, repurpose government &amp; ready business continuity plans More: http://bit.ly/2TvK5ML #coronavirus"
484,2020-03-11 15:56:07+00:00,"When there is COMMUNITY TRANSMISSION OF #COVID19 CASES, to end community outbreaks, slow and stop transmission: Retrain staff in infection prevention &amp; control, and clinical management for COVID-19 Implement health facilities surge plans #coronavirus"
485,2020-03-11 15:00:18+00:00,"When there is COMMUNITY TRANSMISSION OF #COVID19 CASES, to end community outbreaks, slow and stop transmission: Implement self-initiated isolation of people with mild respiratory symptoms to reduce the burden on health systems #coronavirus"
486,2020-03-11 14:12:02+00:00,"When there is COMMUNITY TRANSMISSION OF #COVID19 CASES to end community outbreaks, slow and stop transmission: Prioritize care &amp; activate triage procedures. Scale up surge plans for health facilities More: http://bit.ly/2TvK5ML #coronavirus"
487,2020-03-11 13:50:17+00:00,"When there is COMMUNITY TRANSMISSION OF #COVID19 CASES, to end community outbreaks, slow and stop transmission: If testing capacity is overwhelmed prioritize testing in health care settings &amp; vulnerable groups More: http://bit.ly/2TvK5ML #coronavirus"
488,2020-03-11 13:46:24+00:00,"When there is COMMUNITY TRANSMISSION OF #COVID19 CASES, to end community outbreaks, slow and stop transmission: Test suspect cases per WHO case definition &amp; symptomatic contacts of probable/confirmed cases; test patients identified thru respiratory disease surv."
489,2020-03-11 13:32:22+00:00,"When there is COMMUNITY TRANSMISSION OF #COVID19 CASES, to end community outbreaks, slow and stop transmission: Promote hand hygiene, respiratory etiquette, social distancing More: http://bit.ly/2TvK5ML #coronavirus"
490,2020-03-11 13:28:50+00:00,"When there is COMMUNITY TRANSMISSION OF #COVID19 CASES, to end community outbreaks, slow and stop transmission: Apply self-initiated isolation for symptomatic individuals Adapt existing surveillance systems to monitor disease activity #coronavirus"
491,2020-03-11 12:50:45+00:00,"When there is COMMUNITY TRANSMISSION OF #COVID19 CASES, to end community outbreaks, slow and stop transmission: Continue contact tracing where possible, esp. in newly infected areas, quarantine of contacts, &amp; isolation of cases More: http://bit.ly/2TvK5ML #coronavirus"
492,2020-03-11 12:48:13+00:00,These are 7 simple steps to protect yourself and others from #COVID19. http://bit.ly/337yabc #coronavirus
493,2020-03-11 12:10:31+00:00,"When there is COMMUNITY TRANSMISSION OF #COVID19 CASES, to end community outbreaks, slow and stop transmission: Scale up emergency response mechanisms Educate &amp; actively communicate with the public More: http://bit.ly/2TvK5ML #coronavirus"
494,2020-03-11 09:00:58+00:00,Q: How should I greet another person to avoid catching the new #coronavirus? http://bit.ly/COVID19Mythbus… #KnowtheFacts #COVID19
495,2020-03-11 07:19:20+00:00,Q: Should I avoid shaking hands because of the new #coronavirus? http://bit.ly/COVID19Mythbus… #KnowtheFacts #COVID19
496,2020-03-10 19:04:13+00:00,"When there are CLUSTERS OF #COVID19 cases, to stop transmission &amp; prevent spread: Implement all-of-society resilience, repurpose government, business continuity &amp; community services plans. More: http://bit.ly/2TvK5ML #coronavirus"
497,2020-03-10 18:59:51+00:00,"When there is CLUSTERS OF #COVID19 cases, to stop transmission &amp; prevent spread: Advocate for home care for mild cases, if health care systems are overwhelmed; identify referral systems for high risk groups. More: http://bit.ly/2TvK5ML #coronavirus"
498,2020-03-10 18:56:16+00:00,"When there is CLUSTERS OF #COVID19 cases, to stop transmission &amp; prevent spread: ‍ Train staff in infection prevention &amp; control, and clinical management for COVID-19. More: http://bit.ly/2TvK5ML #coronavirus"
499,2020-03-10 17:27:48+00:00,"WHO, @UNICEF, @ifrc guidance for schools, teachers, parents and caregivers for the prevention and control of #COVID19 http://bit.ly/2TC1Iut #coronavirus"
500,2020-03-10 15:34:15+00:00,"When there is CLUSTERS OF #COVID19 cases, to stop transmission &amp; prevent spread: Prepare to treat patients; ready for potential surge, develop triage procedures Activate surge plans for health facilities More: http://bit.ly/2TvK5ML #coronavirus"
501,2020-03-10 15:12:24+00:00,"When there are CLUSTERS OF #COVID19 cases, to stop transmission &amp; prevent spread: Test suspect cases per WHO case definition, contacts of confirmed cases; test patients identified through respiratory disease surveillance More: http://bit.ly/2TvK5ML #coronavirus"
502,2020-03-10 13:43:49+00:00,"Ask your questions on how to manage fear, stigma and discrimination during #COVID19 - use hashtag #AskWHO."
503,2020-03-10 13:38:47+00:00,#AskWHO on mental health during #COVID19. Ask your questions to our expert Aiysha Malik.
504,2020-03-10 10:07:49+00:00,"When there are CLUSTERS OF #COVID19 cases, to stop transmission &amp; prevent spread: Expand COVID-19 surveillance using existing respiratory disease surveillance systems &amp; hospital-based surveillance Promote hand hygiene, respiratory etiquette, social distancing #coronavirus"
505,2020-03-10 09:57:27+00:00,"When there are CLUSTERS OF #COVID19 cases, to stop transmission &amp; prevent spread Scale up emergency response mechanisms Educate &amp; actively communicate with the public Intensify active case finding, contact tracing &amp; monitoring; quarantine of contacts &amp; isolation of cases"
506,2020-03-10 09:46:54+00:00,"When there are ONE OR MORE #COVID19 cases, to stop transmission &amp; prevent spread: Implement all-of-society resilience, repurpose government &amp; ready business continuity plans More http://bit.ly/2TvK5ML #coronavirus"
507,2020-03-10 09:26:13+00:00,"Every day millions of women provide health services all over the . Meet Eleanor Nwadinobi, a medical doctor, who is fighting for women’s right to health and protection in #Nigeria . http://bit.ly/2v7kvob"
508,2020-03-09 22:53:44+00:00,"""The great advantage we have is that the decisions we all make – as governments, businesses, communities, families & individuals – can influence the trajectory of this #COVID19 epidemic” -@DrTedros #coronavirus"
509,2020-03-09 22:05:05+00:00,"""There are many vulnerable people in our communities: -elderly -people with underlying conditions -people with cancer on chemotherapy & other precious members of our society. It's a duty of us all to do as much as we can to protect those people among us""-@DrMikeRyan #COVID19"
510,2020-03-09 22:02:31+00:00,"When there are ONE OR MORE #COVID19 cases, to stop transmission &amp; prevent spread: Train staff in infection prevention &amp; control, and clinical management for COVID-19 Prepare for surge in health care facility needs, including respiratory support &amp; personal protective equipment"
511,2020-03-09 20:30:42+00:00,"When there are ONE OR MORE #COVID19 cases, to stop transmission &amp; prevent spread: Prepare to treat patients; ready for potential surge, develop triage procedures Promote self-initiated isolation of ppl with mild respiratory symptoms to reduce the burden on health systems"
512,2020-03-09 20:16:47+00:00,"When there are ONE OR MORE #COVID19 cases, to stop transmission &amp; prevent spread: Test suspect cases per WHO case definition, contacts of confirmed cases; test patients identified through respiratory disease surveillance More: http://bit.ly/2TvK5ML #coronavirus"
513,2020-03-09 20:04:10+00:00,"When there are ONE OR MORE #COVID19 cases, to stop transmission &amp; prevent spread: Implement COVID-19 surveillance using existing respiratory disease surveillance systems &amp; hospital-based surveillance Promote hand hygiene, respiratory etiquette, social distancing #coronavirus"
514,2020-03-09 19:56:26+00:00,"When there are ONE OR MORE #COVID19 cases, to stop transmission &amp; prevent spread: Enhance emergency response mechanisms Educate &amp; actively communicate with the public Enhance active case finding, contact tracing &amp; monitoring; quarantine of contacts &amp; isolation of cases"
515,2020-03-09 17:29:44+00:00,Here are some photos from today's media briefing on #COVID19
516,2020-03-09 16:48:21+00:00,The full briefing on #COVID19 by @DrTedros http://bit.ly/2vcsEaY
517,2020-03-09 16:29:14+00:00,"""Let hope be the antidote to fear. Let solidarity be the antidote to blame. Let our shared humanity be the antidote to our shared threat""-@DrTedros #COVID19 #coronavirus"
518,2020-03-09 16:28:53+00:00,"""We’re encouraged that #Italy is taking aggressive measures to contain its #COVID19 epidemic, and we hope that those measures prove effective in the coming days""-@DrTedros #coronavirus"
519,2020-03-09 16:28:18+00:00,"""The rule of the game is: never give up. But that can only be achieved with aggressive action, as early as possible. Half-hearted measures will leave the door ajar for the #coronavirus""-@DrTedros #COVID19"
520,2020-03-09 16:27:49+00:00,"""Of the 4 countries with the most cases, is bringing its #COVID19 epidemic under control &amp; there is now a decline in new cases being reported from . Both these countries demonstrate that it’s never too late to turn back the tide on this #coronavirus""-@DrTedros"
521,2020-03-09 16:26:58+00:00,"""As long as that’s the case, those countries have the opportunity to break the chains of #COVID19 transmission, prevent community transmission and reduce the burden on their health systems""-@DrTedros #coronavirus"
522,2020-03-09 16:26:29+00:00,"""For the moment, only a handful of countries have signs of sustained community transmission. Most countries still have sporadic #COVID19 cases or defined clusters. We must all take heart from that""-@DrTedros #coronavirus"
523,2020-03-09 16:25:57+00:00,"""Almost USD300 million has now been pledged to WHO’s Strategic Preparedness & Response Plan. We are encouraged by these signs of global solidarity. We continue to call on all countries to take early & aggressive action to protect their people & save lives""-@DrTedros #COVID19"
524,2020-03-09 16:25:00+00:00,"""More funds are being made available for the #COVID19 response, and we’re very grateful to all countries &amp; partners who have contributed. Just since Friday, &amp; have announced contributions""-@DrTedros #coronavirus"
