0,1
2020-05-28 11:43:40+00:00,"Babies should be fed nothing but breast milk for their first 6 months, after which they should continue #breastfeeding and eating other nutritious and safe foods until 2 years of age or beyond. https://bit.ly/36EakWq"
2020-05-28 10:47:42+00:00,"Mothers with symptoms of #COVID19 are advised to wear a medical mask, but even if this is not possible, #breastfeeding should be continued. https://bit.ly/2Wxz2F1"
2020-05-28 09:44:49+00:00,Women with #COVID19 can breastfeed. They should: Wash hands with soap and water or use alcohol-based hand rub frequently Wear a medical mask during any contact with the baby Sneeze or cough into a tissue Routinely clean and disinfect surfaces touched : @PMNCH
2020-05-28 09:29:57+00:00,"Close contact and early, exclusive #breastfeeding helps a baby to thrive. A woman with #COVID19 should be supported to: breastfeed safely hold her newborn skin-to-skin share a room with her baby https://bit.ly/2Wxz2F1"
2020-05-27 20:46:38+00:00,Transmission of active COVID-19 virus through breast milk and #breastfeeding has not been detected to date. There is no reason to avoid or stop breastfeeding. 
2020-05-27 20:41:29+00:00,It is not safer to give infant formula milk to your baby if you have confirmed or suspected #COVID19 https://bit.ly/2A0lqZs #breastfeeding
2020-05-27 20:22:29+00:00,"Women should continue to breastfeed during the pandemic, even if they have #COVID19. The numerous benefits substantially outweigh the potential risks of transmission &amp; illness associated with the virus http://bit.ly/2A0lqZs #breastfeeding : @PMNCH"
2020-05-27 20:07:25+00:00,WHO and @UNICEF call on governments to urgently strengthen legislation on the International Code of Marketing of Breast-milk Substitutes during the #COVID19 pandemic. They should not seek or accept donations of breast-milk substitutes in emergency situations. #breastfeeding
2020-05-27 19:54:07+00:00,"During #COVID19, essential health care services aimed at supporting mothers to breastfeed, including counselling and skilled lactation support, have been disrupted in many countries. https://bit.ly/36EHoNZ"
2020-05-27 19:34:21+00:00,Baby food companies sponsor meetings for health professionals to gain preferential access and promote their products. But only 19 countries currently prohibit this kind of sponsorship. https://bit.ly/3es9L4N #breastfeeding
2020-05-27 19:24:29+00:00,Breast-milk substitutes should never be promoted in health facilities. Baby food companies should never be allowed to give gifts to health workers. https://bit.ly/36EHoNZ #breastfeeding
2020-05-27 19:10:39+00:00,Only 79 countries prohibit the promotion of breast-milk substitutes in health facilities. Only 51 have laws prohibiting the distribution of free or low-cost infant formula supplies within the health care system. https://bit.ly/3es9L4N
2020-05-27 19:01:19+00:00,"In the past two years, 44 countries have strengthened their regulations on marketing of breast-milk substitutes. https://bit.ly/36EHoNZ #breastfeeding"
2020-05-27 18:42:35+00:00,"In view of the #COVID19 pandemic, the Foundation will initially focus on emergencies &amp; pandemic response. It will also raise &amp; disburse funds for all global public health priorities in full alignment with the WHO General Programme of Work (2019-23). https://bit.ly/WHOFoundation"
2020-05-27 18:22:00+00:00,"To help broaden WHO's donor base and achieve more sustainable/predictable funding, the Foundation will facilitate contributions to WHO & trusted partners from: general public individual major donors corporate partners https://bit.ly/WHOFoundation"
2020-05-27 18:01:59+00:00,WHO Foundation will provide funds to WHO & partners to deliver on the Organization's “triple billion” goals: Protect 1 billion people from health emergencies Extend universal health coverage to 1 billion people Assure healthy lives &amp; wellbeing to 1 billion people by 2023
2020-05-27 17:12:02+00:00,"WHO welcomes the creation of the WHO Foundation, an independent grant-making entity headquartered in Geneva, that will support our efforts to address the most pressing global health challenges. https://bit.ly/WHOFoundation"
2020-05-27 16:55:43+00:00,The full remarks by @DrTedros 
2020-05-27 16:53:49+00:00,136 countries have in place some form of legal measure related to the International Code of Marketing of Breast-milk Substitutes aimed at protecting #breastfeeding from inappropriate promotion practices https://bit.ly/3es9L4N
2020-05-27 16:49:40+00:00,"Despite efforts to stop the harmful promotion of breast-milk substitutes, countries are still falling short in protecting parents from misleading information: WHO, @UNICEF, @babyfoodaction new report https://bit.ly/36EHoNZ #breastfeeding"
2020-05-27 16:23:56+00:00,"WHO, @unfoundation and animation studio Illumination have partnered to launch a Public Service Announcement that reinforces safe and healthy behaviour during #COVID19, featuring globally beloved Gru and the @Minions. https://bit.ly/WHOxMinionsGru"
2020-05-27 16:03:18+00:00,The @Minions &amp; Gru are supporting WHO in making sure people of all ages stay safe and healthy during this #COVID19 pandemic: physically distancing being active at home being kind to each other
2020-05-27 15:33:00+00:00,"""The Solidarity Response Fund will continue to receive donations to support WHO’s work on #COVID19, while the WHO Foundation will help to fund all elements of WHO’s work and be fully aligned with our priorities""-@DrTedros"
2020-05-27 15:31:53+00:00,"""To further promote the Solidarity Response Fund, WHO has partnered with Illumination to launch a public service announcement today aimed at children featuring the beloved animated characters the @Minions &amp; Gru, voiced by the actor @SteveCarell""-@DrTedros #COVID19"
2020-05-27 15:25:44+00:00,"""These funds have been used to buy lab diagnostics, personal protective equipment, and to fund research and development, including for vaccines. The #COVID19 Solidarity Response Fund is powerful proof of concept for the WHO Foundation""-@DrTedros"
2020-05-27 15:25:27+00:00,"""In just two-and-a-half months, this fund has raised more than USD 214M from more than 400,000 individuals and companies, including 55 million dollars from the “One World: #TogetherAtHome” virtual concert""-@DrTedros #COVID19"
2020-05-27 15:24:41+00:00,"""The WHO Foundation was not ready to launch when the #COVID19 pandemic began, so with the support of the @unfoundation, the Swiss Philanthropy Foundation and several other partners, we launched the COVID-19 Solidarity Response Fund""-@DrTedros"
2020-05-27 15:24:16+00:00,"""This is a historic step for WHO, as an integral part of our resource mobilization strategy to broaden the contributor base""-@DrTedros"
2020-05-27 15:24:03+00:00,"""Since February 2018 we have been hard at work supporting the establishment of the WHO Foundation and today it gives us enormous pleasure to launch it officially""-@DrTedros"
2020-05-27 15:21:44+00:00,"""But for WHO to fulfil its mission and mandate, there is a clear need to broaden our donor base, and to improve both the quantity and quality of funding we receive – meaning more flexibility""-@DrTedros"
2020-05-27 15:21:33+00:00,"""We have been working hard to encourage Member States to increase the proportion of flexible funds they give us & we’ve very grateful for those countries that have given us greater flexibility in recent years""-@DrTedros"
2020-05-27 15:21:24+00:00,"""In effect, that means WHO has little discretion over the way it spends its funds""-@DrTedros"
2020-05-27 15:20:44+00:00,"""One of the greatest threats to WHO’s success is the fact that less than 20% of our budget comes in the form of flexible assessed contributions from Member States, while over 80% is voluntary contributions, which are usually tightly earmarked for specific programmes""-@DrTedros"
2020-05-27 15:18:04+00:00,"""Until now, WHO has been one of the few international organizations which has not received donations from the general public. I immediately recognized the enormous potential in this idea""-@DrTedros"
2020-05-27 15:17:53+00:00,"""At one of the first meetings, a staff member proposed the creation of a WHO Foundation. The idea was to establish a way to generate funding for WHO from sources we haven’t tapped before, including the general public""-@DrTedros"
2020-05-27 15:17:13+00:00,"""These ideas became the basis of the transformation process we have been implementing over the past few years, and I would like to thank all staff who contributed their ideas that are now changing the face of WHO""-@DrTedros"
2020-05-27 15:17:02+00:00,"""One of the ways I did that was by instituting “Open Hour”, where any staff member can come to talk to me about any issue they want, every Thursday""-@DrTedros"
2020-05-27 15:16:48+00:00,"""When I started as Director-General almost three years ago, one of the first things I did was to put out a call to all staff to contribute ideas for how to transform WHO and make it more effective""-@DrTedros"
2020-05-27 15:16:19+00:00,"""As some countries start to re-open their societies & economies, the question we must answer is whether we will just return to the way things were, or whether we will learn the lessons the #COVID19 pandemic is teaching us about our relationship with our planet""-@DrTedros"
2020-05-27 15:15:27+00:00,""" stop subsidizing fossil fuels that cause pollution and drive #ClimateChange""-@DrTedros #COVID19 http://bit.ly/HealthyRecovery"
2020-05-27 15:15:26+00:00,""" build cities that integrate health into all aspects of urban planning, from sustainable transport systems to healthy housing""-@DrTedros #COVID19 http://bit.ly/HealthyRecovery"
2020-05-27 15:15:26+00:00,""" promote healthy and sustainable food systems, to give people access to healthy and affordable food""-@DrTedros #COVID19 http://bit.ly/HealthyRecovery"
2020-05-27 15:15:26+00:00,""" invest in a quick transition to clean energy that will cut air pollution, so that when #COVID19 has been defeated people can breathe clean air""-@DrTedros #BreatheLife http://bit.ly/HealthyRecovery"
2020-05-27 15:15:25+00:00,""" ensure that homes and health facilities have water and sanitation, access to clean and reliable energy, and are resilient to #ClimateChange""-@DrTedros #COVID19 http://bit.ly/HealthyRecovery"
2020-05-27 15:12:14+00:00,"""Yesterday, WHO published our manifesto for a green and healthy recovery from #COVID19, with simple prescriptions: protect nature, which is the source of the air, water and food on which human health depends""-@DrTedros https://bit.ly/HealthyRecovery"
2020-05-27 15:10:44+00:00,"""Our air and water can be clearer, our streets can be quieter and safer, and many of us have found new ways to work while spending more time with our families""-@DrTedros #COVID19"
2020-05-27 15:10:31+00:00,"""The human cost of #COVID19 has been devastating, &amp; the so-called lockdown measures have turned lives upside down. But the pandemic has given us a glimpse of what our world could look like if we took the bold steps that are needed to curb #ClimateChange &amp; #AirPollution""-@DrTedros"
2020-05-27 15:09:45+00:00,"""Yesterday, 40 million health professionals sent a letter to the leaders of each of the @g20org nations, calling for a healthy and green recovery from #COVID19. I fully support this""-@DrTedros"
2020-05-27 15:07:23+00:00,Media briefing on #COVID19 with @DrTedros
2020-05-27 14:47:09+00:00,Health care systems must act to boost parents' confidence in #breastfeeding without the influence of baby food companies so that children don't miss out on its lifesaving benefits https://bit.ly/36EHoNZ
2020-05-27 14:16:44+00:00,"The aggressive marketing of breast-milk substitutes, especially through health professionals that parents trust for nutrition and health advice, is a major barrier to improving newborn and child health worldwide https://bit.ly/36EHoNZ #breastfeeding"
2020-05-27 13:25:21+00:00,Breast-milk substitutes should never be promoted in health facilities. Baby food companies should never be allowed to give gifts to health workers. https://bit.ly/36EHoNZ #breastfeeding
2020-05-27 12:06:49+00:00,"Only 19 countries have prohibited the sponsorship of scientific & health professional association meetings by manufacturers of breast-milk substitutes, which incl infant formula, follow-up formula & growing up milks marketed for use by infants & children up to 36-months old."
2020-05-27 11:40:28+00:00,"Only 79 countries prohibit the promotion of breast-milk substitutes in health facilities; only 51 have provisions that prohibit the distribution of free or low-cost supplies - such as free infant formula samples, feeding bottles - within the health care system. #breastfeeding"
2020-05-27 11:12:10+00:00,Legal restrictions in most counties do not fully cover marketing of breast-milk substitutes that occurs in health facilities #breastfeeding
2020-05-27 10:19:31+00:00,"Infant formula labels cannot make nutritional and health claims or include images that idealize infant formula. Instead, labels must carry messages about the superiority of #breastfeeding over formula and the risks of not breastfeeding."
2020-05-27 10:03:57+00:00,"The International Code of Marketing of Breast-milk Substitutes - also known as the Code - bans all forms of promotion of breast-milk substitutes, including advertising, gifts to health workers and distribution of free samples. https://bit.ly/36EHoNZ #breastfeeding"
2020-05-27 09:20:50+00:00,"Of the 194 countries analysed in the report, 136 have in place some form of legal measure related to the Intl Code of Marketing of Breast-milk Substitutes & subsequent resolutions adopted by the World Health Assembly (the Code) https://bit.ly/3es9L4N #breastfeeding"
2020-05-27 08:38:16+00:00,Breastmilk saves children’s lives as it provides antibodies that give babies a healthy boost and protect them against many childhood illnesses. https://bit.ly/36EHoNZ #breastfeeding
2020-05-27 08:20:03+00:00,"Despite efforts to stop the harmful promotion of breast-milk substitutes, countries are still falling short in protecting parents from misleading information: new report by WHO, @UNICEF, @babyfoodaction https://bit.ly/36EHoNZ #breastfeeding"
2020-05-27 06:58:43+00:00,"The best way to ensure cases of #COVID19 are on a downward trajectory is to put strong testing, disease surveillance and public health measures in place."
2020-05-26 22:40:55+00:00,"100+ countries have expressed an interest in participating in the Solidarity Trial. To date, over 400 hospitals in 35 countries are actively recruiting patients and nearly 3,500 patients have been enrolled from 17 countries #COVID19"
2020-05-26 22:11:16+00:00,"The Solidarity Trial is an international clinical trial to help find an effective treatment for #COVID19, launched by WHO and partners. It is hoped that one or more of the treatments under trial will result in improving clinical outcomes in COVID-19 patients and save lives"
2020-05-26 22:02:46+00:00,"The Executive Group is an independent group that is part of the governance framework of the trial with senior experts from participating countries, a representative of the Data Safety Monitoring Committee & a representative of WHO #COVID19"
2020-05-26 21:52:17+00:00,The Executive Group is withholding its final opinion until the comprehensive review of the evidence is available for consideration. The aim is to have this review conducted by mid-June. #COVID19
2020-05-26 21:43:21+00:00,"The Executive Group will review published data, the interim analysis from the Solidarity trial by the trial Data Safety Monitoirng Committee, and the findings from other ongoing trials that include hydroxychloroquine as one of their study arms. #COVID19"
2020-05-26 21:41:52+00:00,"If we add in the cost of damage to health & the environment, the real value of the fossil fuel subsidy increases to over USD5 trillion per year - more than all govts around the spend on health care. http://bit.ly/HealthyRecovery #HealthyRecovery"
2020-05-26 21:22:11+00:00,The Executive Group for the Solidarity trial has implemented a temporary pause of the trial of hydroxychloroquine as a treatment for #COVID19 while the safety data is reviewed by the Data Safety Monitoring Committee.
2020-05-26 20:41:10+00:00,Recovering from #COVID19 will involve some major financial reforms: a good place to start is with fossil fuel subsidies http://bit.ly/HealthyRecovery #HealthyRecovery : United Nations @UN
2020-05-26 19:52:09+00:00,"Are you in a #SafeHome during #COVID19? If not, remember you can: Reach out to supportive family, friends or neighbours Use a safe code word in the case of an emergency Call a hotline or access information online if possible http://bit.ly/2M19WrG @kelly_smith10"
2020-05-26 19:34:24+00:00,"WHO manifesto for a #HealthyRecovery from #COVID19 Stop using taxpayers’ money to fund pollution. It‘s time to stop paying the pollution bill, both through our pockets and our lungs. http://bit.ly/HealthyRecovery"
2020-05-26 19:05:36+00:00,"Many of the largest and most dynamic cities in the world, such as Milan, Paris, London, have reacted to the #COVID19 crisis by pedestrianizing streets &amp; massively expanding cycle lanes - enabling “physically distant” transport during the crisis. #HealthyRecovery : USDA"
2020-05-26 18:24:02+00:00,"WHO manifesto for a #HealthyRecovery from #COVID19 Build healthy, liveable cities. Public transport, walking and cycling brings major health benefits through reducing air pollution, road traffic injuries. http://bit.ly/HealthyRecovery"
2020-05-26 18:04:52+00:00,"1 in 3 women worldwide experience physical and/or sexual violence in their lifetime. In most cases, that violence is committed by a partner in their home. Up to 38% of all murders of women are committed by an intimate partner. http://bit.ly/2M19WrG #SafeHome"
2020-05-26 17:59:33+00:00,They also increase vulnerability to conditions such as obesity and diabetes which are among the largest risk factors for illness and death from #COVID19. http://bit.ly/HealthyRecovery #HealthyRecovery
2020-05-26 17:33:48+00:00,"Diseases caused by either lack of access to food, or consumption of unhealthy, high calorie diets, are now the single largest cause of global ill health. #HealthyRecovery http://bit.ly/HealthyRecovery : Bioversity International/Krishnasis Ghosh"
2020-05-26 16:40:33+00:00,"If you are experiencing violence at home during #COVID19 &amp; need to leave in a hurry: Identify a friend, neighbour, relative or #SafeHouse you can go to Plan how to get there Keep ready essential personal items to take with you https://bit.ly/2M19WrG @kelly_smith10"
2020-05-26 16:33:32+00:00,"WHO manifesto for a #HealthyRecovery from #COVID19 Promote healthy, sustainable food systems. If the world were able to meet WHO’s dietary guidelines, this would save millions of lives, reduce disease risks, and bring major reductions in global greenhouse gas emissions."
2020-05-26 16:06:12+00:00,"WHO, @FIFAcom &amp; @EU_Commission team up to launch the #SafeHome campaign to support women &amp; children at risk of domestic violence. https://bit.ly/2M19WrG @jamosfoundation"
2020-05-26 15:44:21+00:00,Two-thirds of this exposure to outdoor pollution results from the burning of the same fossil fuels that are driving climate change http://bit.ly/HealthyRecovery #HealthRecovery
2020-05-26 15:06:18+00:00,"La #COVID19 a changé le de bien des façons, en nous rapprochant et en réaffirmant l’importance de la #SantéPourTous. Cette vidéo reprend les étapes jusqu’à présent tandis que l’OMS collabore avec des partenaires du monde entier pour combattre la pandémie et sauver des vies."
2020-05-26 14:38:22+00:00,WHO manifesto for a #HealthyRecovery from #COVID19 Ensure a quick healthy energy transition. More than 90% of people breathe outdoor air with pollution levels that exceed WHO air quality guideline values.
2020-05-26 14:10:42+00:00,"Health care facilities must be equipped with water and sanitation services, incl. the and that constitutes the most basic intervention to cut the spread of #COVID19 and other infections https://bit.ly/HealthyRecovery #HealthRecovery"
2020-05-26 13:38:19+00:00,"WHO manifesto for a #HealthyRecovery from #COVID19 Invest in essential services, from water and sanitation to clean energy in healthcare facilities. Around the , billions of people lack access to the most basic services that are required to protect their health."
2020-05-26 13:13:40+00:00,"Healthy economies are a product of healthy human societies, which in turn rely on the natural environment - the original source of all clean air, water, and food https://bit.ly/HealthyRecovery #HealthRecovery : UNDP"
2020-05-26 12:48:11+00:00,"WHO manifesto for a #HealthyRecovery from #COVID19 Protect and preserve the source of human health: Nature. Overall plans for post-COVID-19 recovery, and specifically plans to reduce the risk of future epidemics, need to lessen our impact on our environment."
2020-05-26 12:22:29+00:00,"Smoking can increase your chance of severe #COVID19. #SpeakOut &amp; join #TobaccoExposed dance with Quang Đăng and Minh Quân ahead of World #NoTobacco Day, 31 May! https://vm.tiktok.com/wKP1yh/"
2020-05-26 11:50:48+00:00,WHO manifesto for a #HealthyRecovery from #COVID19 aligns with this resounding call to action from the world's health community https://bit.ly/HealthyRecovery : Greenpeace/Vivek M.
2020-05-26 08:17:26+00:00,Timely data is vital to understand the true scale of the #COVID19 pandemic. Rapid mortality surveillance is an important tool to capture mortality from all causes in all settings. https://bit.ly/2yzQfE8 #WorldHealthData
2020-05-25 20:35:24+00:00,The document provided practical guidance on implementing rapid mortality surveillance and measuring excess mortality in the context of #COVID19 pandemic. Big focus on implementation in low-resource settings https://bit.ly/2yzQfE8 #WorldHealthData
2020-05-25 19:21:10+00:00,Countries need real-time mortality data for an effective #COVID19 response. WHO together with @VitalStrat &amp; @AfricaCDC released a new technical package on rapid mortality surveillance https://bit.ly/2yzQfE8 #WorldHealthData
2020-05-25 17:14:36+00:00,"La #COVID19 ha cambiado el de muchas formas distintas, uniéndonos más y reafirmando la importancia de la #SaludParaTodos. Vea este video que resume el trabajo de la OMS con sus asociados de todo el mundo para luchar contra la pandemia y salvar vidas."
2020-05-25 16:04:29+00:00,The full remarks by @DrTedros 
2020-05-25 15:57:12+00:00,"""WHO will provide further updates as we know more. And we will continue to work night and day for solutions, science and solidarity""-@DrTedros #COVID19"
2020-05-25 15:56:59+00:00,"""The other arms of the trial are continuing. This concern relates to the use of hydroxychloroquine and chloraquine in #COVID19. I wish to reiterate that these drugs are accepted as generally safe for use in patients with autoimmune diseases or malaria""-@DrTedros"
2020-05-25 15:56:33+00:00,"""The Executive Group has implemented a temporary pause of the hydroxychloroquine arm within the Solidarity Trial while the data is reviewed by the Data Safety Monitoring Board""-@DrTedros #COVID19"
2020-05-25 15:56:00+00:00,"""The review will consider data collected so far in the Solidarity Trial and, in particular robust randomised available data, to adequately evaluate the potential benefits and harms from this drug""-@DrTedros #COVID19"
2020-05-25 15:55:38+00:00,"""The Executive Group of the Solidarity Trial, representing 10 of the participating countries, met on Saturday and has agreed to review a comprehensive analysis and critical appraisal of all evidence available globally""-@DrTedros #COVID19"
2020-05-25 15:54:50+00:00,"""The authors reported that among #COVID19 patients receiving the drug, when used alone or with a macrolide, they estimated a higher mortality rate""-@DrTedros"
2020-05-25 15:54:36+00:00,"""On Friday, @TheLancet published an observational study on hydroxycholoroquine &amp; chloraquine &amp; its effects on #COVID19 patients that have been hospitalised""-@DrTedros"
2020-05-25 15:53:57+00:00,"""Over 400 hospitals in 35 countries are actively recruiting patients & nearly 3500 patients have been enrolled from 17 countries""-@DrTedros #COVID19"
2020-05-25 15:53:12+00:00,"""As part of our continued response to the pandemic globally, WHO continues to work aggressively on R&D. As you know, more than two months ago we initiated the Solidarity Trial, to evaluate the safety and efficacy of four drugs and drug combinations against #COVID19""-@DrTedros"
2020-05-25 15:49:52+00:00,"""And disruption to essential health services, such as vaccination campaigns and care for malaria, HIV and other diseases pose a huge risk""-@DrTedros #COVID19"
2020-05-25 15:49:40+00:00,"""However, we still see gaps and vulnerabilities. Only 19% of countries in the region have an infection prevention and control programme and standards for water, sanitation and hygiene in health facilities""-@DrTedros #COVID19"
2020-05-25 15:49:16+00:00,"""WHO continues to support Africa with other life-saving supplies. As of last week, we've shipping millions of personal protective equipment & lab tests to 52 African countries. In the coming weeks we plan further shipments of PPE, oxygen concentrators & lab tests""-@DrTedros"
2020-05-25 15:48:23+00:00,"""48 countries in the region have a community engagement plan in place, compared with only 25 countries 10 weeks ago. And 51 have lab testing capacity for #COVID19, compared with 40 countries 10 weeks ago""-@DrTedros"
2020-05-25 15:47:56+00:00,"""With WHO support, many African countries have made good progress in preparedness. All countries in Africa now have a preparedness and response plan in place, compared with less than a dozen in the first few weeks of the #COVID19 pandemic""-@DrTedros"
2020-05-25 15:47:32+00:00,"""For many years and from the outset of the #COVID19 pandemic, WHO has been working through our country offices to support nations in health emergency preparedness &amp; developing comprehensive national action plans to prevent, detect &amp; respond to the virus""-@DrTedros"
2020-05-25 15:47:03+00:00,"""Furthermore, health clinicians, scientists, researchers and academics from across Africa are collectively contributing to the worldwide understanding of #COVID19 disease""-@DrTedros"
2020-05-25 15:46:44+00:00,"""And beyond that they worked together with @AfricaCDC &amp; WHO to extend training for laboratory technicians for detection of #COVID19 and to build up the national capacity across the region""-@DrTedros"
2020-05-25 15:46:18+00:00,"""Africa’s knowledge & experience of suppressing infectious diseases has been critical to rapidly scaling up an agile response to #COVID19. There has been solidarity across the continent. Labs in &amp; were some of the first in the to implement diagnostic testing""-@DrTedros"
2020-05-25 15:45:01+00:00,"""Countries across Africa have garnered a great deal of experience from tackling infectious diseases like polio, measles, Ebola, yellow fever, influenza and many more""-@DrTedros #COVID19"
2020-05-25 15:44:26+00:00,"""The early set-up of a leaders coalition led by the @_AfricanUnion, under the chairmanship of President @CyrilRamaphosa were key to rapidly accelerating #COVID19 preparedness efforts and issuing comprehensive control measures""-@DrTedros"
2020-05-25 15:44:26+00:00,"""But even so, Africa appears to have so far been spared the scale of outbreaks we have seen in other regions""-@DrTedros #COVID19"
2020-05-25 15:42:32+00:00,"""Africa has just 1.5% of the world’s reported cases of #COVID19 &amp; less than 0.1% of the world’s deaths. Of course, these numbers don’t paint the full picture. Testing capacity in Africa is still being ramped up &amp; there is a likelihood that some cases may be missed""-@DrTedros"
2020-05-25 15:41:37+00:00,"""So far, although around half of the countries in the @WHOAFRO region have community transmission, concentrated mainly in major cities, Africa is the least-affected region globally in terms of the number of #COVID19 cases and deaths reported to WHO""-@DrTedros"
2020-05-25 15:40:51+00:00,"""Today, on #AfricaDay 2020, we mark the successes and progress made throughout the African continent This year, celebrations are more muted because of the #COVID19 pandemic""-@DrTedros"
2020-05-25 15:40:24+00:00,"""Today is #AfricaDay – an opportunity to celebrate Africa’s vitality &amp; diversity &amp; to promote African unity. Africa Day celebrates the birthday of the Organisation of African Unity, which was established on 25 May 1963 &amp; its successor organization is the @_AfricanUnion""-@DrTedros"
2020-05-25 15:36:16+00:00,Media briefing on #COVID19 with @DrTedros
2020-05-25 12:51:48+00:00,"#COVID19 has changed the in so many ways, bringing us closer together and reaffirming the importance of #HealthForAll. Don't miss this video showing the key moments so far as WHO works with partners worldwide to fight the pandemic and save lives."
2020-05-25 09:59:50+00:00,"The #OpenWHO course 'Introduction to #COVID19' is now available in 16 languages, including 3 new ones: - Amharic (አማርኛ) - Hausa - Swahili Join the WHO learning platform today: http://openwho.org"
2020-05-24 21:02:25+00:00,"How is WHO funded? Through: Assessed Contributions or “members' dues” based on states’ gross domestic product Voluntary Contributions from Member States, philanthropic &amp; international organizations, private sector and others. Find out more: https://bit.ly/3g0DNhI"
2020-05-24 20:26:21+00:00,"In 2018-2019, WHO received US$181.5 M in corporate voluntary contributions, up by 23% from the previous 2 years. THANK YOU. Together, for a healthier, safer, fairer world. https://bit.ly/2yabnR1 #WHOImpact"
2020-05-24 19:53:23+00:00,"WHO is finding innovative ways of engaging with non-health sectors & partnerships. Under the Global Action Plan for Healthy Lives & Well-Being for All, WHO partnered with 11 other global health agencies to align & focus support to countries to achieve SDG3 https://bit.ly/2yabnR1"
2020-05-24 18:08:52+00:00,"WHO reached agreement with @IFBAlliance, which has committed to eliminate industrially produced trans-fats from the global food supply by 2023. 54 countries have established legislation to eliminate industrial trans-fats. 60 countries have a tax on sugar sweetened beverages."
2020-05-24 17:07:36+00:00,"Currently, about 2/3 of the population are covered by at least one tobacco control measure recommended by WHO. https://bit.ly/2yabnR1 #WHOImpact #NoTobacco"
2020-05-24 15:46:42+00:00,"4300 cities are monitoring air quality measurements through a WHO air quality database, quadrupling since 2011. 30 countries have already made significant progress in meeting their commitments to improve safe water, sanitation and hygiene in health facilities. #WHOImpact"
2020-05-24 12:45:35+00:00,"Achieving 1B more people living with better health & well-being: At the 2019 #ClimateAction Summit 2019, 50 countries – representing over 1B people – answered WHO’s call to provide citizens with clean air by 2030. https://bit.ly/2yabnR1 #WHOImpact"
2020-05-24 11:15:01+00:00,Some crises never made the headlines due to successful prevention efforts. #Cholera cases declined by 60% in 2018 thanks to the delivery of 18M vaccines. Mass vaccination against #yellowfever protected over 100M people in 2018–2019. 500M people were vaccinated for flu in 2019.
2020-05-24 10:52:13+00:00,"In November 2019, the Global Preparedness Monitoring Board published its first report, which warned that the was dangerously unprepared for a “very real threat of a rapidly moving, highly lethal pandemic of a respiratory pathogen” – a risk that remains today. #COVID19"
2020-05-24 10:16:56+00:00,"Following the #Ebola outbreak in #DRC, WHO coordinated a huge and complex operation, made more difficult by violence, a mobile population and a dearth of health facilities. Thousands of front-line responders braved considerable risks to defeat the virus."
2020-05-24 09:39:41+00:00,"Achieving 1B more people better protected from health emergencies: During 2018–19, WHO picked up thousands of public health threat “signals” every month, of which over 980 (in 140 countries) were assessed to be emergency events: https://bit.ly/2yabnR1 pic.twitter.com/DXz3jrMsfE"
2020-05-23 21:10:07+00:00,"Significant progress has been made in ramping up the capacity to #BeatNCDs within #primaryhealthcare, in particular those for hypertension, heart disease, childhood cancer and mental health. https://bit.ly/2yabnR1 #WHOImpact"
2020-05-23 19:45:37+00:00,Recent #HealthForAll gains include the expansion of: -HIV self-testing -treatment for tuberculosis -hepatitis C curative treatment to low- and middle-income countries -treatment for neglected tropical diseases https://bit.ly/2yabnR1
2020-05-23 17:51:21+00:00,Expanded coverage and access to quality healthcare have helped many countries -decrease maternal mortality -eliminate a neglected tropical disease -eliminate mother-to-child transmission of HIV and congenital syphilis. https://bit.ly/2yabnR1 #WHOImpact #HealthForAll
2020-05-23 17:20:49+00:00,"In 2019, WHO launched a pilot programme for the world’s first #malaria vaccine that may save many children’s lives in future; some 200 000 children have now been vaccinated in Ghana, Kenya and Malawi. WHO Results Report 2018-2019: https://bit.ly/2yabnR1 #WHOImpact"
2020-05-23 14:59:55+00:00,"WHO supported the dramatic price reductions of antivirals, enabling more people to afford #hepatitis B &amp; C medicines &amp; more countries to strive for hepatitis C elimination. WHO Results Report 2018-2019: https://bit.ly/2yabnR1 #WHOImpact"
2020-05-23 12:03:30+00:00,"Availability of accessible, affordable medicines is key to achieving #HealthForAll. WHO prequalified 213 products in 2018–2019, including: -biosimilar life-saving drug for #breastcancer -#Ebola vaccine -biosimilar insulin https://bit.ly/2yabnR1"
2020-05-23 10:16:36+00:00,"Although access to health services has expanded, the is still far short of the 1B target &amp; financial protection has weakened. SO WHO has created a special programme on primary health care to provide more broad-based support to countries. https://bit.ly/2yabnR1"
2020-05-23 00:06:25+00:00,The new guidance recommends countries make specific risk assessments based on: -local dynamics of #COVID19 transmission -health system capacities -public health benefit of conducting preventive &amp; outbreak response vaccination campaigns https://bit.ly/3ghfEDp
2020-05-22 23:28:47+00:00,"In March 2020, WHO recommended temporary suspension of preventive campaigns while assessing risk & effective measures for reducing #COVID19 transmission. WHO has now issued guidance to help countries determine how/when to resume mass campaigns: https://bit.ly/3ghfEDp"
2020-05-22 22:40:52+00:00,"Many countries have temporarily suspended preventive mass vaccination campaigns against diseases like cholera, measles, meningitis, polio, tetanus, typhoid & yellow fever, due to transmission risk & need to maintain physical distancing during early stages of #COVID19 pandemic."
2020-05-22 21:56:11+00:00,"Since March 2020, routine childhood immunization services have been disrupted on a global scale. Over 50% of the 129 countries, where data were available, reported moderate-to-severe disruptions, or a total suspension of vaccination services in Mar-Apr. https://bit.ly/3bOuOg8"
