date,text
2020-03-06 11:21:59+00:00,we are providing an extra million for new research to fight this will enable projects to tackle the outbreak on several fronts vaccines diagnostics treatments and medical systems more on the eu response to coronavirus 
2020-03-06 10:47:09+00:00,we presented our strategies on data and ai focusing on tech that works for citizens so that everyone can benefit from the digital transformation read more here 
2020-03-06 10:45:02+00:00,with the we announced our plans to take care of our planet people and businesses making sure no one is left behind in the green transition read more here 
2020-03-06 10:34:54+00:00,we promised we delivered in the first days the delivered on many fronts day day consultation on fair minimum wage day agenda to shape day coronavirus response team day european gender strategy more 
2020-03-05 12:11:40+00:00, this first round was an opportunity to exchange compare and clarify our respective positions there are points of convergence and divergence which is totally normal for a first round of negotiations live with 
2020-03-05 10:21:48+00:00,challenges like the climate crisis and digital transformation have a gender dimension this is why the gender equality strategy puts a gender perspective at all levels of eu policies and major initiatives more on the strategy 
2020-03-05 10:17:07+00:00,women must have an equal opportunity to lead we will push for more gender balance on corporate boards promote women s participation in politics leading by example we set a gender balance target of at all levels of our management by end of  
2020-03-05 10:13:16+00:00,let women thrive at work and get an innovative and competitive eu economy we launch a public consultation on pay transparency amp will table binding measures this year we will double on our efforts to enforce eu standards on work life balance 
2020-03-05 10:10:40+00:00,women in europe must be free from violence and harmful stereotypes we call for legal measures to criminalise violence against women including sexual harassment abuse and female genital mutilation platforms should address online violence against women 
2020-03-05 10:07:59+00:00,the gender equality strategy is our plan for europe to reach its full potential we want the same opportunities for all who share the same aspirations whether it is at home at work or in decision making find out how in the thread 
2020-03-05 07:30:00+00:00,today we will present the gender equality strategy for  it sets out our vision policy objectives and action for a union where all women and men girls and boys in all their diversity are equal stay tuned 
2020-03-04 16:48:12+00:00,the will highlight benefits for people economy and climate the focus will be on the remaining challenges to create a true single european rail area without borders more here 
2020-03-04 16:46:13+00:00,trains genuinely connect europeans theyre one of our greenest and safest modes of transport rail is the only mode of transport to have almost continuously reduced its co emissions since  at the same time as it increased transport volumes 
2020-03-04 16:44:26+00:00,today we are proposing to declare the european year of rail this will be a game changer for achieving the european green deal and the eus climate ambitions more in the thread 
2020-03-04 13:09:34+00:00,press conference on immediate actions to support greece with vice president and commissioner 
2020-03-04 13:02:31+00:00,we are delivering the step by step done present the european green deal adopt green deal investment plan design a just transition mechanism propose the first ever climate law our to do list 
2020-03-04 12:46:21+00:00,the consultation will be open for weeks the inputs will be used to shape the which will be launched before the un climate change conference taking place in glasgow in november  
2020-03-04 12:45:42+00:00,at the same time we are launching a public consultation on the future european climate pact it is a broad initiative to give citizens and stakeholders a voice and role in designing new climate actions more 
2020-03-04 12:42:42+00:00,the eu institutions and eu countries are collectively bound to take the necessary measures to meet the target the climate law includes measures to keep track of progress and adjust our actions accordingly progress will be reviewed every years 
2020-03-04 12:40:17+00:00,we are acting today to make the eu the world s first climate neutral economic bloc by  the climate law is the legal translation of our political commitment more here 
2020-03-04 12:35:56+00:00,the climate law is the heart of the it sets us irreversibly on the path to a more sustainable future we are turning words into action today to show european citizens that we are serious about becoming climate neutral by 
2020-03-04 12:34:48+00:00,it has to be your green deal it has to be our green deal follow the press conference with executive vice president for the on the european climate law and climate pact 
2020-03-04 12:25:32+00:00,we have just adopted our proposal for the first ever european climate law it sets in stone our objective to be climate neutral by  follow the statement by president 
2020-03-04 07:30:00+00:00,climate change is about all of us we have the duty to act and the power to lead today we will present the first eu wide climate law it will set the path to become climate neutral by  stay tuned 
2020-03-03 19:31:23+00:00,the situation at our border is not only greece s issue to manage it is the responsibility of europe as a whole and we will manage it in an orderly way with unity solidarity and determination 
2020-03-03 15:03:13+00:00, we need a decisive intervention of european border guards covering both land and sea borders europe s border has to be secured 
2020-03-03 14:57:02+00:00, border guards in addition to the current border guards will be deployed by at the land and sea borders 
2020-03-03 14:50:00+00:00, we also launched the civil protection mechanism based on the request made by greece 
2020-03-03 14:45:35+00:00, i also want to express my compassion for the migrants that have been lured through false promises into this desperate situation 
2020-03-03 14:43:44+00:00, i thank the greek border guards and coast guards the police servicemen and servicewomen and frontex for their tireless effort 
2020-03-03 14:41:43+00:00, our first priority is making sure that order is maintained at greece s external border which is also europe s border president 
2020-03-03 13:18:38+00:00,joint press conference in greece with president charles michel david sassoli prime minister and prime minister 
2020-03-03 11:59:43+00:00,protecting the environment and climate is important for of europeans climate change air pollution waste are the most important issues for people according to latest eurobarometer survey with the we want to address their concerns 
2020-03-03 11:40:10+00:00,on we launch a new global coalition for biodiversity we call on all national parks aquariums botanic gardens zoos science and natural history museums to join forces and boost public awareness about the nature crisis more here 
2020-03-03 11:22:54+00:00,this is part of our coordinated response to the outbreak it complements the emergency research funding already mobilised under more on key activities across all sectors and latest figures on covid 
2020-03-03 11:19:10+00:00,we will provide up to million in funding for more research into treatment and diagnostics for the outbreak in collaboration with the private sector this will help speed up global response fast track call for proposals here 
2020-03-03 07:30:00+00:00,today is bulgaria s national day  bulgaria has been a member of our european union family since  let s celebrate today together 
2020-03-02 14:18:08+00:00,all work matters all workers deserve their social rights we want workers companies and governments to come together in recognising the benefits of declared work more here 
2020-03-02 12:39:58+00:00,today we are launching the corona response team we are working on all fronts to support eu countries in preparedness halt the spread of and protect the health of our citizens president 
2020-03-02 11:35:10+00:00,this is our new dedicated webpage on it gives information on key activities across medical civil protection mobility economy and statistics angles most recent studies and links to eu countries dedicated websites 
2020-03-02 11:03:25+00:00,watch the press conference live from the eu emergency response coordination centre on the eus response to with  and 
2020-03-02 07:30:00+00:00, agenda for the week european climate law gender equality strategy future eu uk relationship eci conference int womens day more 
2020-03-01 19:45:18+00:00,follow live tomorrow at  cet the press conference by president commissioners and on the eu s response to which will take place at the eu emergency response coordination centre 
2020-03-01 19:00:00+00:00,a european green deal that works for our planet and for you next week we will present the first eu wide climate law which will set down our target to become climate neutral by  
2020-03-01 16:00:01+00:00,the eu prize for women innovators rewards talent and works towards an inclusive and empowering europe don t forget to apply by april 
2020-03-01 13:00:01+00:00,wonder where eu government investment went in  
2020-03-01 11:01:01+00:00,we are putting competitive sustainability at the heart of the this week we published country reports for all eu countries find out more 
2020-03-01 10:14:00+00:00,providing green answers to challenges this coming week we will present our targets for a climate neutral europe by  a project has been helping finnish municipalities cut their average carbon footprint of since  
2020-03-01 09:04:00+00:00,in the eu we stand for equal opportunities education and training active support to employment labour market access the eures job portal helps connect jobseekers and opportunities find yours 
2020-03-01 07:50:00+00:00, will be a critical enabler for the energy networks precision farming mobility and transport smart buildings green data spaces the power of data more 
2020-02-29 18:00:00+00:00,the finnish forest reindeer a rare species of reindeer is returning to its natural habitat thanks to the funded project wildforestreindeerlife we value our biodiversity and help protect endangered species from extinction across europe 
2020-02-29 15:00:53+00:00,we invited last years  th caller to brussels she got a chance to go behind the scenes to discover how the eu direct line works the best thing is you can talk to the european union in any of the eu languages 
2020-02-29 10:59:00+00:00,its promotes strengthening and extending the use of health data critical for innovation to boost advances in preventing detecting and curing diseases in particular for cancer rare and complex diseases learn more about the data strategy 
2020-02-29 09:00:01+00:00,have you heard about the european platform on rare disease registration it makes fragmented data searchable across hundreds of rare disease registries take a look 
2020-02-29 07:50:00+00:00,its million eu citizens are affected by rare diseases for many living with a rare disease means a lack of answers waiting too long for diagnosis no clear treatment plan the eu is committed to supporting them our statement 
2020-02-28 16:55:59+00:00,if you want to go fast go alone but if you want to go far go together this week the travelled to addis ababa ethiopia for the th european union and african union meeting they discussed growth environment and digitalisation for a better future together 
2020-02-28 14:41:10+00:00,new eu financing of million for energy efficiency in latvia the project will support investments in centralised heating systems building insulation replacing windows and doors and more 
2020-02-28 11:45:52+00:00,we will conduct an eu wide analysis of the effects of the outbreak on european industry and businesses and assess it in a month s time meanwhile we remain in close contact with all eu countries more 
2020-02-28 11:42:04+00:00,italy has activated the eus civil protection mechanism requesting protective facemasks we have relayed the request to all eu countries to mobilise assistance we are in permanent contact with italian authorities and will do all we can to help 
2020-02-28 11:40:44+00:00,we continue to coordinate efforts to prevent and contain the outbreak in the eu 
2020-02-28 09:00:24+00:00,any form of racism antisemitism and hatred have no place in europe and we will do whatever it takes to counter them we cannot change history but the lessons of history can change us 
2020-02-28 07:25:00+00:00,trustworthy quality media is key for democracy we want to fight online disinformation and foster access to diverse and reliable media content learn more 
2020-02-27 17:49:00+00:00,a common european energy data space we want to increase energy efficiency by tracking when and where electricity is most needed smart heating will keep homes warm while saving energy and money learn more 
2020-02-27 16:56:47+00:00,viruses do not stop at borders currently no eu country signalled their intention to introduce border controls at internal borders the normal regime for checks continues to apply at the external border with enhanced checks for those travelling from affected areas 
2020-02-27 16:53:12+00:00,we stand in full solidarity with italy during this trying time the measures taken by the italian authorities were important to avoid further spread of the a joint mission and in italy is currently ongoing and will result in an updated risk assessment 
2020-02-27 16:35:44+00:00,buon pomeriggio abbiamo finalmente caricato la pagina in tutte le lingue potete trovarle qui vi ringraziamo per la vostra pazienza buona serata il team social media
2020-02-27 14:46:00+00:00,we are working on all fronts to tackle the ongoing outbreak this includes coordinating information exchanges among eu countries and ensuring a coherent eu wide response the work continues at all levels from technical to political more 
2020-02-27 14:30:00+00:00,we know the possible dire consequences of climate change for our habitat health and future we need to act now as more regions are facing extreme weather read the new report about how record winter temperatures in europe are affecting crops 
2020-02-27 10:42:22+00:00,as partners with shared interests the eu and the african union join forces to tackle continental and global challenges key areas for cooperation include sustainable investment and jobs climate change digitalisation peace and governance mobility and migration 
2020-02-27 08:48:51+00:00,africa and europe are sisters continents we share many of todays challenges together we can turn the green and digital transformation of our economies into opportunities for our youth president shares her message to our african partners 
2020-02-27 07:34:19+00:00,europe and africa are natural partners the is in addis ababa ethiopia for the th commission to commission meeting between the eu and the african union to discuss growth jobs green transition digital security mobility migration
2020-02-26 18:30:01+00:00,innovating for europe with eu open data  is here do you have an idea of an application uses one of the thousands eu open datasets find all information and submit your proposal here 
2020-02-26 18:00:00+00:00,the skills of our people are our strongest asset to bridge the digital skills gap we will boost lifelong access to digital technology and skills training learn more 
2020-02-26 15:48:43+00:00, given how quickly the situation can change our public health care response across the eu must be ready to deal with increased numbers of infections and we are working to coordinate and align this read more here 
2020-02-26 15:38:46+00:00,commissioner met the italian minister of health and representatives from and in rome to discuss measures to reduce the further spread of she highlighted our absolute solidarity with italy during this trying time 
2020-02-26 11:45:27+00:00,winter package puts competitive sustainability at the heart of the for more information follow 
2020-02-26 11:39:58+00:00,imbalances in the eu are receding but eu countries should continue reforms to make our economy future proof we need to step up our fight for more equality and make the right investments towards a sustainable inclusive economy more 
2020-02-26 11:34:29+00:00,the assessment focuses on four key areas environmental sustainability productivity gains fairness macroeconomic stability find a report for each eu country 
2020-02-26 11:31:47+00:00,the analyses key socio economic challenges of each eu country for the first time we assess the progress towards the sustainable development goals and identify priorities for support by the just transition fund 
2020-02-26 09:35:50+00:00,today we will publish country reports analysing key socio economic challenges in the eu countries it reflects our sustainable growth strategy aiming to build an economy that works for people and the planet stay tuned 
2020-02-25 17:13:07+00:00,we are ready to build a close and ambitious partnership with the uk as this is in the best interest of people on both sides of the channel negotiations are set to begin the week of march  
2020-02-25 16:52:00+00:00,digital solutions are key to fight climate change we want a more environmentally friendly food production with fewer pesticides fertilisers fuel and water thanks to ai and data learn more 
2020-02-25 14:38:30+00:00,do you feel strongly about a particular issue are you ready to start a european citizens initiative here s how to start 
2020-02-25 13:23:01+00:00,these directives cover all areas of interest for the negotiations including trade and economic cooperation law enforcement and judicial cooperation in criminal matters foreign policy security and defence participation in eu programmes and other thematic areas of cooperation 
2020-02-25 13:21:57+00:00, we are now ready to start negotiations with the uk we want to build a close ambitious future partnership as this is in the best interest of people on both sides of channel we will work as hard as we can to achieve the best possible result 
2020-02-25 13:18:54+00:00,we welcome the s decision today to authorise the opening of the future partnership negotiations with the uk read more 
2020-02-25 11:49:30+00:00,the levels of incidental catches of dolphins and other marine animals in eu waters are not acceptable it can result in the extinction of local populations of protected species we must work together to address it read the statement by 
2020-02-25 10:18:29+00:00,nous sommes au salon international de lagriculture paris venez nous rendre visite pour d guster des produits de lue en savoir plus sur l rencontrer notre quipe hall stand m plus dinfos 
2020-02-25 07:55:28+00:00,i am turning today and speak languages guess who i am its our website more in the blog post 
2020-02-25 07:45:00+00:00,our website celebrates years back then the website was available in languages today it is the main source of information about the eu and covers the official languages of the eu visit our website 
2020-02-24 16:36:12+00:00,we are working on all fronts to support efforts to tackle the outbreak as cases continue to rise public health is the number one priority europe is here to play a leading role action 
2020-02-24 13:09:00+00:00,real time traffic avoidance navigation can save up to million hours we will support the development of smart systems to reduce traffic congestion and improve mobility learn more about our data strategy 
2020-02-24 10:00:00+00:00,register to join the conference on march take advantage of this opportunity to share your ideas on participatory european democracy and the european citizens initiative 
2020-02-24 09:20:00+00:00,its estonian national day elagu eesti long live estonia the estonian language belongs to the finno ugric family along with finnish and hungarian let s celebrate estonia eu member since  
2020-02-24 09:01:19+00:00,we are working around the clock to support eu countries and strengthen international efforts to slow the spread of we announce today a new aid package worth million more here 
2020-02-24 08:18:01+00:00,live interpretation in other languages available on ebs 
2020-02-24 08:17:26+00:00,statement on the eu s response preparedness and financial support to fight the covid outbreak by commissioners and 
2020-02-23 11:30:21+00:00, digital should be a tool for better lives watch the live chat we had this week with answering user questions about the new digital strategy 
2020-02-23 08:44:23+00:00,more than in europeans would like to take a more active role in controlling the use of their personal information our new digital strategy aims to empower citizens with better control and protection of their data learn more 
2020-02-23 07:44:00+00:00,our new digital strategy will push for more personal privacy less fraud and quicker interactions with governments and businesses thanks a trusted digital identity 
2020-02-22 10:00:02+00:00,today is the european day for victims of crime we make sure that victims have the necessary support and protection all eu citizens deserve equal rights regardless of where in the eu they fall victim to crime read our statement 
2020-02-22 08:44:15+00:00, of europeans would like to keep using their current digital devices for at least year shows eurobarometer survey our new digital strategy aims to improve rules to make devices last longer easier to repair and recycle learn more 
2020-02-22 07:44:00+00:00,a circular electronics initiative our new digital strategy will improve rules to make devices last longer and be easier to repair and recycle 
2020-02-21 08:58:16+00:00,our ambition to shape europes digital future covers everything from cybersecurity to critical infrastructures digital education to skills democracy to media learn more about whats in it for you 
2020-02-20 16:45:19+00:00,shaping europe s digital future live chat with on the new digital strategy send us your questions using 
2020-02-20 16:45:03+00:00,live chat with margrethe vestager on the new digital strategy 
2020-02-20 14:01:29+00:00, it is going to be a tough and long negotiation but we need a modern budget watch the full doorstep statement by president on long term ahead of summit 
2020-02-20 08:25:36+00:00,learn more in our thread 
2020-02-20 08:15:03+00:00,its social justice day the transition towards a climate neutral europe fit for the digital age must be just and inclusive no one should be left behind we want to take action at eu level to build a strong social europe 
2020-02-20 07:33:00+00:00,a digital transformation that works for all reflecting the best of europe open fair diverse democratic and confident learn more about the strategy 
2020-02-19 19:43:35+00:00,we have to unleash the potential of we want to encourage our businesses researchers innovators entrepreneurs to develop ai that serves people and comply with their rights here are our proposals to shape europe s digital future 
2020-02-19 17:02:45+00:00,the outbreak of epidemic the eu is co financing the repatriation of eu citizens from the cruise ship docked in yokohama japan this is thanks to flights from italy mobilised through eu civil protection mechanism more on what the eu is doing 
2020-02-19 13:16:47+00:00,we will fight online disinformation and foster access to diverse and reliable media content 
2020-02-19 13:15:28+00:00,better and safer mobility thanks to interactions between cars and road infrastructures we will support the development of smart systems to reduce traffic congestion and improve mobility 
2020-02-19 13:13:41+00:00,we will boost circular economy and address the waste that has already been produced 
2020-02-19 13:11:24+00:00,we want your smartphone to last longer we will launch a circular electronics initiative to improve rules making devices last longer and easier to repair and recycle 
2020-02-19 13:08:46+00:00,we will increase energy efficiency by tracking when and where electricity is most needed smart heating will keep homes warm while saving energy 
2020-02-19 13:07:59+00:00,we want a more environmentally friendly food production with fewer pesticides fertilisers fuel and water thanks to ai data and g 
2020-02-19 12:57:04+00:00,we want a more secure electronic identity that puts people in control of the data they share online this will allow for more personal privacy less fraud and quicker interactions with governments and businesses 
2020-02-19 12:53:29+00:00,to bridge the digital skills gap we will boost lifelong access to digital technology and skills training 
2020-02-19 12:52:20+00:00,you can benefit from better medical diagnosis and treatment as well as faster and targeted research 
2020-02-19 12:49:21+00:00,digital technologies considerably improve our lives from better diagnoses and precision farming to smarter transport and homes we want the digital transformation to work for the benefit of everyone learn more 
2020-02-19 12:20:34+00:00, will be a critical enabler for the with the use of data and ai we can increase energy efficiency with smart networks or grow food with less pesticides and natural resources 
2020-02-19 12:12:34+00:00,a secure and dynamic single market for data the way we organise data access determines our future innovation capacity this includes better combating emergencies greening our cities and helping people live longer and healthier lives more 
2020-02-19 12:11:25+00:00,live interpretation in other languages available here 
2020-02-19 12:07:09+00:00,human centric artificial intelligence our proposal is to promote the development of in the eu while ensuring respect of fundamental rights maximising the benefits and addressing the challenges learn more 
2020-02-19 11:59:01+00:00,we will work for an open democratic and sustainable society a fair and competitive digital economy a technology that works for people 
2020-02-19 11:55:44+00:00,we strive for more the strategy to shape europe s digital future will work for people businesses and the planet in line with eu values 
2020-02-19 11:54:39+00:00,hello sebastian you can watch live the press conference here have a nice day the social media team
2020-02-19 11:53:55+00:00,hi catelijne you can watch it live here have a nice day the social media team
2020-02-19 11:52:45+00:00,hi alexander you can find all the information here have a nice day the social media team
2020-02-19 11:51:00+00:00, we want every citizen employee and business to stand a fair chance to reap the benefits of digitalisation follow live executive vp margrethe amp commissioner on our new strategy shaping europe s digital future 
2020-02-19 07:44:02+00:00,hello simonetta stay tuned for our announcement at pm cet have a nice day the social media team
2020-02-19 07:39:00+00:00,shaping europe s digital future tune in today to watch executive vice president and commissioner revealing our new digital strategy 
2020-02-18 17:26:34+00:00,do you want to know more on the eu s digital strategy use to share your questions and we will ask them to margrethe vestager this thursday 
2020-02-18 11:24:11+00:00,we welcome green light to start negotiations for an passenger name record agreement sharing with close partners like japan in full respect of data protection standards will help us track down criminals and terrorists more 
2020-02-18 11:03:36+00:00,hello you can find more information here have a nice day the social media team
2020-02-18 10:58:37+00:00,this process has led to the elimination of over harmful tax regimes worldwide the eu also added cayman islands palau panama seychelles to the list of non cooperative tax jurisdictions read more follow 
2020-02-18 10:44:13+00:00,the has updated the eu black list of global tax havens jurisdictions that don t respect international tax transparency and good governance standards must face the consequences 
2020-02-18 09:47:23+00:00, of all visually impaired people in the eu are unemployed we are investing in technologies that allow access to digital content by touch so they can work independently learn more about this project 
2020-02-18 07:33:00+00:00,the digital transition will have an impact on every aspect of our economy and society tomorrow we will unveil the strategy for a europe fit for the digital age stay tuned 
2020-02-17 19:53:37+00:00, eu and international donors pledge  billion for reconstruction after the earthquake in albania read more at 
2020-02-17 17:21:30+00:00,in november  an earthquake of magnitude hit albania we immediately activated the eu civil protection mechanism and rescue teams were deployed today at the conference we pledged a sustained wave of investments for reconstruction 
2020-02-17 16:14:59+00:00, together we can build schools and hospitals that meet the highest standards of seismic safety together we can make the country stronger than it was before the earthquake speech by 
2020-02-17 14:57:00+00:00,meet qtrobot a good friend for children with autism this robot helps therapists with early age education and training of autistic children in social skills this can improve their lives enormously learn more about this eu funded project 
2020-02-17 14:49:48+00:00, solidarity has saved so many lives in albania today we promise that our solidarity will continue to be as strong as it was in the first hours after the earthquake we pledge a sustained wave of investments for reconstruction president 
2020-02-17 11:50:46+00:00,the european green deal is about improving the well being and prosperity of our citizens while protecting nature and the climate new projects are in cyprus estonia france greece ireland latvia slovakia czechia spain 
2020-02-17 11:47:57+00:00,we are investing million in new projects to help preserve our precious natural habitats keep the air clean and cut pollution in many lakes and rivers across europe 
2020-02-17 11:12:43+00:00, years of cross border cooperation through interreg this programme helps regions solve common issues and improves the lives of over million people living in border regions borders are not barriers we are stronger together 
2020-02-17 08:24:39+00:00,in november last year albania was hit by an earthquake leaving people killed many more injured and buildings and infrastructure destroyed today we are organising a donors conference to help rebuild more 
2020-02-16 20:21:43+00:00,in november last year albania was hit by an earthquake leaving people killed many more injured and buildings and infrastructure destroyed to help rebuild the eu is organising a donors conference on feb in brussels more 
2020-02-16 18:00:01+00:00,a game changer for european forests the first ever eu forest information system this will help share knowledge across borders and monitor the health and sustainability of our forests together we can protect our biodiversity amp tackle climate change 
2020-02-16 16:00:00+00:00,there are more women than men in the eu more women than men have a higher education level men are more likely to perceive their health as good for more statistics on the life of women and men in the eu 
2020-02-16 14:00:00+00:00,a further reduction of polluting emissions and a cleaner more sustainable mobility will be possible with the european green deal eu cities are already going greener by using e bikes and silent trucks for delivery services read more here 
2020-02-16 12:04:00+00:00,the eu prize for women innovators celebrates the work of outstanding women are you a woman who drives research and innovation apply by april 
2020-02-16 10:07:00+00:00,not all mobility options are equally green walking cycling and using public transport provide the greatest benefits for health and the environment in urban areas read more in our study on sustainable transport 
2020-02-16 08:15:00+00:00,this wireless stethoscope allows parents to send accurate data to their doctor without leaving the house we have been supporting the development of this project since  learn more 
2020-02-16 07:30:00+00:00,happy national day lithuania su gimtadieniu lietuva spoken lithuanian is considered one of the oldest indo european languages written lithuanian is relatively young with standardisation of the alphabet happening a century ago lithuania joined the eu family in 
2020-02-15 20:05:02+00:00,if disaster strikes one thing to remember anywhere in the eu call the share of emergency calls to  is rising showing the increasing preference to use the eus single emergency number 
2020-02-15 17:28:00+00:00, g is set to become the connectivity infrastructure of the future paving the way for new products and services across all sectors secure deployment in the eu by and 
2020-02-15 16:07:00+00:00,closing the gap between farmers and consumers we supported a bulgarian online shop where consumers can buy directly from small and family farms learn more 
2020-02-15 14:00:01+00:00, of the eus energy used for heating and cooling comes from renewable sources the highest share in was recorded infind all the data 
2020-02-15 10:00:06+00:00, has mobilised billion in investment across the eu more than million start ups and small and medium businesses are set to benefit the top countries ranked by investment per gdp are 
2020-02-15 07:33:00+00:00,data is an essential resource that can create wealth for our societies and our businesses next week we will unveil the european data strategy stay tuned 
2020-02-14 12:30:00+00:00,the air in many cities is polluted while space is limited moss is a space efficient alternative to filter and clean the air we are supporting more than city trees like this one across europe learn more 
2020-02-14 11:17:59+00:00,more social housing will be available thanks to eu co financing seville will be able to construct affordable social rental homes for particularly vulnerable groups this will also create around jobs more here 
2020-02-14 09:59:59+00:00,we all have a reason to love the eu what better day to celebrate than valentines day listen to the eu spotify playlist and spread eu love with music 
2020-02-14 07:00:00+00:00,this year our valentine is the planet because we love clean air nature wildlife forests biodiversity clean transport sustainable food reusable products oceans making our world healthier for you and for the next generations 
2020-02-13 14:10:16+00:00,despite a challenging environment the european economy remains on a steady path with continued job creation and wage growth euro area has now enjoyed its longest period of sustained growth since the euro was introduced in  more on 
2020-02-13 13:36:51+00:00,are you interested in shaping europe the european citizens initiative is there to help you register for the event on march and share your ideas on participatory european democracy 
2020-02-13 13:15:11+00:00,we are providing million in financing to improve cross border transportation and energy efficiency in slovenia this will help extend the karavanke tunnel between slovenia and austria and develop new energy management systems more 
2020-02-13 12:36:00+00:00,one in ten pollinators is on the verge of extinction we have been funding new ways to tackle this decline like this project in bulgaria that enables beekeepers to monitor hives without approaching them learn more 
2020-02-13 10:38:54+00:00,growth forecast for winter 
2020-02-12 19:05:00+00:00,its your right to switch banks with ease more on your rights 
2020-02-12 16:57:31+00:00,hi will present the winter  tomorrow at  cet stay tuned here all the best the social media team
2020-02-12 16:00:00+00:00,with the we want to take action to protect our planet and well being new report shows that more regions could face drought floods forest fires sea level rise here is why we need to limit climate change and adapt to its effects 
2020-02-12 13:29:44+00:00,marine litter represents a threat for the marine wildlife and potentially for human health in vigo they prevent and combat the accumulation of marine litter with drones learn more about this eu funded project 
2020-02-12 12:26:32+00:00,the eu vietnam trade agreement is now set to enter into force soon most likely in early summer  it will eliminate virtually all tariffs on goods traded between the two sides read more 
2020-02-12 12:03:29+00:00,we welcome the european parliaments approval of the eu vietnam trade agreement it has a huge economic potential and will guarantee the respect of labour rights environmental protection and the paris agreement on climate 
2020-02-12 11:27:31+00:00,in our regular package of infringement decisions we pursue legal action against eu countries for failing to comply with their obligations under read more about the key decisions that we took 
2020-02-12 11:10:44+00:00,due to human rights violations we partially withdraw cambodias preferential access to the eu market we are committed to the cambodian people and the countrys sustainable development but the respect for human rights is non negotiable more 
2020-02-12 11:04:59+00:00,it is high time to find common ground we need to find the right balance between old priorities and new priorities president on the long term in 
2020-02-12 08:13:02+00:00,the next long term budget is our opportunity to make europe fit for the future president on live from 
2020-02-11 19:00:00+00:00,today is international day of scientists and engineers in the eu were women in  the majority of scientists and engineers were women infind all data 
2020-02-11 11:05:17+00:00, the eus single emergency number its life saving for any european faced with an emergency situation the quick location of a victim is critical more in the report on in the eu 
2020-02-11 10:40:23+00:00,we are supporting the ground breaking cancer research being undertaken by a million loan from is backed by the european fund for strategic investments 
2020-02-11 10:33:04+00:00,on todays day we launch the eu prize for women innovators  it celebrates the work of outstanding women that drive research and innovation and inspire the next generations of young girls apply by april 
2020-02-11 09:47:48+00:00, we will enter the negotiations with the uk with the highest ambition because good old friends like the uk and us should not settle for anything less than this speech by president in  
2020-02-11 09:04:18+00:00,together for a better internet is celebrated around the world today find out whats happening near you to mark the day 
2020-02-11 07:29:29+00:00,it s internet is a powerful tool for learning and connecting but it can also have risks we want a safe place but also a better place to be especially for the younger users read how we do it 
2020-02-10 16:59:15+00:00,artificial intelligence is one of the main ingredients for innovation from health to farming from security to manufacturing we will reap the benefits of it for everyone stay tuned 
2020-02-10 14:30:00+00:00,today is when year old onni from finland was diagnosed with a rare form of epilepsy the eu wide network of specialists helped find the best therapy for him discover his story 
2020-02-10 13:47:22+00:00,the eu has activated all its crisis management mechanisms to stop the spread of we are working  its crucial for the entire international community to focus on preparedness and response to fight this at eu emergency response coordination centre
2020-02-10 11:49:49+00:00,as the outbreak affects more countries now is the time to join forces in order to stop this epidemic yesterday eu citizens were among those repatriated from wuhan more on the eu response 
2020-02-10 11:32:39+00:00,the agenda contributes to the united nations sustainable development goals around the world challenges remain in many of the gsp beneficiary countries more here 
2020-02-10 11:19:43+00:00,the generalised scheme of preferences removes import duties on developing countries exports to the eu our preferential trade tariffs help to take thousands out of poverty to reduce inequalities and to bring economic growth 
2020-02-10 11:16:14+00:00,thanks to our trade preferences the eu imports twice as much from least developed countries as the rest of the world does this helps the countries tackle poverty and create jobs while respecting sustainable development principles 
2020-02-10 09:33:18+00:00,do you have feedback to share on tackling cancer share your views in the public consultation 
2020-02-10 08:46:50+00:00,congratulations to all the winners at the we are honoured to have supported nominees through the media programme a strong audiovisual sector is key to nurturing european culture and diversity 
2020-02-10 08:30:00+00:00,are you planning to launch a european citizens initiative or are you currently promoting one get inspired by others whose ideas have taken off ask for advice from people with experience 
2020-02-09 20:00:00+00:00,switching to clean energy can create more jobs than currently exist in eu coal regions up to  jobs by up to  jobs by many coal regions have started their energy transition this will work only if it is just and works for all read more 
2020-02-09 19:05:01+00:00,with the european green deal we want to fight climate change and protect our environment also with the help of glaciers a research icebreaker in the antarctic is providing unique insights on our planet s climate behaviour 
2020-02-09 16:03:00+00:00,high speed internet the right to return purchases jan lives alone in the mountains but when destiny knocks on his door he must follow his heart watch the loner by tomasz konecki and see how important connections are no matter where you live 
2020-02-09 14:00:10+00:00,together we can make a difference with prevention and research with equal access across europe standing at the side of those who need us this is europes beating cancer plan president more about the 
2020-02-09 12:00:00+00:00,the gender pension gap has been decreasing but much more still needs to be done women aged over receive on average lower pension compared with men find out more 
2020-02-09 10:05:09+00:00,were looking for ideas that make fashion more sustainable how can we change the way we produce buy use and recycle apply for a chance to win
2020-02-09 08:30:00+00:00,the trade agreement turned year old in february things about the agreement 
2020-02-08 19:00:00+00:00,oceans are the first in line to be hit by climate change but hold many solutions to tackle climate emergency weve launched a million equity investment fund for the blue economy to unlock its potential in contributing to the 
2020-02-08 17:04:13+00:00,eu science the results of the marie sk odowska curie actions individual fellowships amp cofund calls were announced this week almost million will support around  researchers in europe and beyond more here 
2020-02-08 16:00:00+00:00,results of the survey on in the eu are in feel well protected feel well informed had social media email hacked of respondents fell victim to ransomware more on the eu response to cybercrime full results 
